query,intent
I need an appointment for consultation on July 17 at 3:30 PM. Ref BOO-00487,booking
Where is your west end studio located exactly? Ref GEN-00254,general_query
Please book me for massage at the city center location this Monday. Ref BOO-02098,booking
Do I need to arrive early for a facial? Ref GEN-02383,general_query
Do I need to arrive early for a massage? Ref GEN-00290,general_query
Can I cancel without penalty if therapist is late? #can-3196,general_query
What are your operating hours on Friday? Ref GEN-02659,general_query
Do you have parking available at the downtown branch? Ref GEN-02807,general_query
"Tomorrow evening booking for end of lease cleaning at Canberra City, can this be done?",booking
Where is your downtown branch located exactly? Ref GEN-00813,general_query
What should I bring for my first nail appointment? Ref GEN-01287,general_query
What should I bring for my first massage? Ref GEN-02440,general_query
"Cancel booking for tonight, can't make it. #can-1572",cancellation
I want to change my hair styling appointment to next Monday. Ref RES-01768,reschedule
Please cancel my booking for Thursday at 11:00 AM. Ref CAN-02412,cancellation
Can you cancel my scheduled massage at the city center location? Ref CAN-02380,cancellation
"nah cancel that, stop that appt.",cancellation
I need to schedule cleaning on 10 June at tomorrow morning near Brisbane City.,booking
How many hours notice do I need to cancel ?? #can-1307,general_query
What are your operating hours on Sunday? Ref GEN-00841,general_query
What are your operating hours on Saturday? Ref GEN-02542,general_query
Do prices change for evening bookings like this afternoon? #pri-38,pricing
Can we move my facial appointment to next Tuesday afternoon at Richmond?,reschedule
"Before I confirm, what would facial cost for two people? #pri-457",pricing
"quick one, put me down for a deep tissue massage for next Monday in Fortitude Valley?",booking
"cleaning booking for 10 June, after work, Canberra City.",booking
Please void booking ID 8786.,cancellation
I want to book a nail appointment on Saturday at 6:30 PM. Ref BOO-00759,booking
prce? manicure,pricing
Can you cancel my scheduled consultation at the west end studio? Ref CAN-00937,cancellation
I need an appointment for therapy session on August 8 at 9:30 AM. Ref BOO-01744,booking
I need to cancel my hair styling appointment on April 19. Ref CAN-01421,cancellation
"physio session booking for 18 May, this afternoon, Parramatta.",booking
ok proceed for the relaxation massage slot around 7:30pm in Gold Coast.,booking
Please cancel my booking for Wednesday at 1:00 PM. Ref CAN-02077,cancellation
"hey, organize a end of lease cleaning for Saturday morning in Melbourne CBD?",booking
yep lock it in for the carpet cleaning slot tomorrow morning in Sydney CBD.,booking
Can you share your pricing for a facial on February 4? Ref PRI-00090,pricing
What are your operating hours on Friday? Ref GEN-01850,general_query
Can you cancel my scheduled nail appointment at the city center location? Ref CAN-02584,cancellation
What is the price for nail appointment at the west end studio? Ref PRI-00405,pricing
I need to arrange waxing on 9 July at Saturday morning near Wollongong. Ref #11461.,booking
I have to cancel my appointment due to a conflict this Tuesday. Ref CAN-00387,cancellation
Do I need to arrive early for a therapy session? Ref GEN-01052,general_query
Do I get charged if I cancel a manicure appt late?,general_query
Do I get charged if I cancel a cleaning appointment late?,general_query
"hey, put me down for",booking
yep lock it in for the end of lease cleaning slot next Tuesday afternoon in Melbourne CBD.,booking
I want to change my facial appointment to next Monday. Ref RES-02127,reschedule
Where is your north side office located exactly? Ref GEN-02885,general_query
Can you book me for waxing Friday night? I'm in Adelaide CBD.,booking
Need info: cncllation terms for bookings on weekends. #can-1621,general_query
Do I need to arrive early for a consultation? Ref GEN-01696,general_query
"end of lease cleaning bokking for 20 June, asap, Richmond.",booking
Where is your city center location located exactly? Ref GEN-04116,general_query
How much does a 2 hours massage cost? Ref PRI-01019,pricing
Can you share your pricing for a massage on June 8? Ref PRI-00831,pricing
Kindly cancel my reservation for December 6 at 8:00 AM. Ref CAN-02454,cancellation
I need to lock in chiropractic session on 1 June at asap near Parramatta. Ref #10678.,booking
What are your operating hours on Sunday? Ref GEN-02487,general_query
I need to reschedule my hair styling from Tuesday to Monday. Ref RES-03816,reschedule
I need to reschedule my facial from Thursday to Sunday. Ref RES-03905,reschedule
I might book later #pri-2655,pricing
Can I get pricing for facial at home in Perth CBD?,pricing
Do you have parking available at the city center location? Ref GEN-03677,general_query
Please help me reschedule my booking to 11:00 AM instead of 11:00 AM. Ref RES-00506,reschedule
Can I move my appointment on November 19 to November 12? Ref RES-00249,reschedule
What are your operating hours on Wednesday? Ref GEN-00317,general_query
Book two #boo-1954,booking
"hair styling booking for 9 July, tonight, Sydney CBD.",booking
Can you cancel my booking for relaxation massage tomorrow in Gold Coast?,cancellation
Please book me for hair styling at the west end studio this Friday. Ref BOO-00304,booking
Please cancel my booking for Wednesday at 8:00 AM. Ref CAN-01614,cancellation
Can you share your pricing for a massage on August 26? Ref PRI-01392,pricing
Do I need to arrive early for a massage? Ref GEN-01721,general_query
Are there package discounts for multiple nail appointment sessions? Ref PRI-01371,pricing
relaxation massage appt in Glenelg asap - delete pls.,cancellation
"please proceed, delete that appointment.",cancellation
Please book me for consultation at the city center location this Sunday. Ref BOO-01952,booking
Book two people for end of lease cleaning on 14 June around next Monday in Parramatta. Ref #12627.,booking
Reschedule my existing booking to 9 July this afternoon in Geelong. Ref #12916.,reschedule
Any extra fee for deep tissue massage in Sydney CBD?,pricing
"If I call off tomorrow's booking, what happens to payment? #can-427",general_query
"If I cancel on the same day in Sydney CBD, is there a fee? #can-2468",general_query
Please cancel my booking for Friday at 5:00 PM. Ref CAN-01689,cancellation
go ahead for the facial slot tomorrow evening in Perth CBD. Ref #13056.,booking
I need to reschedule my massage from Thursday to Saturday. Ref RES-03818,reschedule
Can you lock in me for deep tissue massage lunchtime? I'm in Newcastle.,booking
Are there package discounts for multiple consultation sessions? Ref PRI-00871,pricing
How many hours notice do I need to cancel? #can-3255,general_query
Can you cancel my scheduled therapy session at the west end studio? Ref CAN-00331,cancellation
How much for end of lease cleaning tomorrow evening? #pri-641,pricing
I need to cancel my consultation appointment on September 3. Ref CAN-01429,cancellation
Please cancel my booking for Friday at 5:00 PM. Ref CAN-02087,cancellation
Please cancel out booking ID 7201.,cancellation
Where is your downtown branch located exactly? Ref GEN-02458,general_query
Please book me for nail appointment at the north side office this Sunday. Ref BOO-00855,booking
Help me reserve a slot for a hair styling next Sunday morning. Ref BOO-01739,booking
What are your operating hours on Friday? Ref GEN-02296,general_query
Can you clarify your refund and cancellation rules? #can-1952,general_query
Do I need to arrive early for a consultation? Ref GEN-00640,general_query
What are your operating hours on Saturday? Ref GEN-03700,general_query
What should I bring for my first massage? Ref GEN-00954,general_query
How much does a 45 minutes facial cost? Ref PRI-01631,pricing
Need this cancelled immediately: mobile beauty 15 July Saturday morning.,cancellation
Take me off the cleaning slot on 15 July next Monday.,cancellation
Need a therapist at home in Fremantle for carpet cleaning tomorrow evening.,booking
price? spring cleaning,pricing
What should I bring for my first hair styling? Ref GEN-03151,general_query
Do I need to arrive early for a hair styling? Ref GEN-00959,general_query
Do you have parking available at the city center location? Ref GEN-03138,general_query
Do you charge extra for weekend massage bookings? Ref PRI-01482,pricing
Do you have parking available at the west end studio? Ref GEN-01448,general_query
Do you charge extra for weekend nail appointment bookings? Ref PRI-00698,pricing
Need a therapist at home in Canberra City for waxing Saturday morning.,booking
I need to organize physio session on 20 June at Saturday morning near Bondi. Ref #11086.,booking
Can we move my mobile beauty appointment to Friday night at Newcastle?,reschedule
Need this cancelled immediately: hair styling 12 May tomorrow morning. #can-2722,cancellation
Can I get pricing for waxing at home in Newcastle?,pricing
How #pri-1414,pricing
Could you reschedule my reservation at the north side office to 9:30 AM? Ref RES-02890,reschedule
Can I move my appointment on August 9 to May 7? Ref RES-02818,reschedule
Can you put me down for me for relaxation massage next Tuesday afternoon? I'm in Fortitude Valley.,booking
Where is your downtown branch located exactly? Ref GEN-01276,general_query
Please help me reschedule my booking to 1:00 PM instead of 8:00 AM. Ref RES-02752,reschedule
Could you reschedule my reservation at the downtown branch to 3:30 PM? Ref RES-03534,reschedule
I need to reschedule my hair styling from Wednesday to Sunday. Ref RES-03100,reschedule
manicure appt in Wollongong Sunday evening - stop pls.,cancellation
Please book me for nail appointment at the west end studio this Thursday. Ref BOO-00541,booking
I want to book a consultation on Saturday at 3:30 PM. Ref BOO-01749,booking
Book two people for manicure on 1 June around around 6pm in Fremantle.,booking
Please help me reschedule my booking to 5:00 PM instead of 9:30 AM. Ref RES-03549,reschedule
"I want to reschedule instead of cancel, but if not possible void it. #can-1484",reschedule
Please book me for therapy session at the city center location this Monday. Ref BOO-02047,booking
Need a therapist at home in Gold Coast for massage Friday night.,booking
I need an appointment for therapy session on January 3 at 1:00 PM. Ref BOO-00378,booking
What is the price for facial at the west end studio? Ref PRI-00801,pricing
"Cancel booking for tonight, can't make it. #can-2385",cancellation
Are there package discounts for multiple consultation sessions? Ref PRI-01567,pricing
What are your operating hours on Sunday? Ref GEN-01193,general_query
What are your rates for deep tissue massage on weekends? Ref inquiry 11467.,pricing
"hey, #pri-1152",pricing
I need to reserve carpet cleaning on 28 June at after work near Fremantle.,booking
Can I move my appointment on November 9 to November 10? Ref RES-00867,reschedule
Can I move my appointment on August 22 to May 17? Ref RES-03787,reschedule
Please book me for therapy session at the city center location this Monday. Ref BOO-01495,booking
I want to change my hair styling appointment to next Tuesday. Ref RES-00956,reschedule
price? deep tissue massage #pri-3016,pricing
Do I need to arrive early for a therapy session? Ref GEN-01333,general_query
"immediately, book a physio session for around 7:30pm in Fremantle?",booking
Kindly cancel my reservation for January 16 at 9:30 AM. Ref CAN-00440,cancellation
What are your rates for pedicure on weekends? #pri-1210,pricing
I need an appointment for facial on February 12 at 8:00 AM. Ref BOO-01165,booking
Any extra fee for,pricing
Kindly cancel my reservation for February 14 at 9:30 AM. Ref CAN-01905,cancellation
Are there package discounts for multiple therapy session sessions? Ref PRI-00098,pricing
Can I move my appointment on August 25 to August 14? Ref RES-02401,reschedule
What are your operating hours on Monday? Ref GEN-01858,general_query
I want to book a massage on Friday at 5:00 PM. Ref BOO-01266,booking
Do prces change for evening bokkings like Sunday evening ?? Ref inquiry 10399.,pricing
Do I need to arrive early for a hair styling? Ref GEN-02014,general_query
Where is your west end studio located exactly? Ref GEN-01752,general_query
Need a therapist at home in Fortitude Valley for mobile beauty this afternoon.,booking
I need to cancel my facial appointment on December 8. Ref CAN-02082,cancellation
Please call off booking ID 7701.,cancellation
What are your operating hours on Saturday? Ref GEN-00457,general_query
Reschedule my existing booking to 20 June tomorrow evening in Fortitude Valley. #boo-2657,reschedule
Could you reschedule my reservation at the downtown branch to 5:00 PM? Ref RES-02357,reschedule
Please stop booking ID 7454.,cancellation
Please cancel out booking ID 10292.,cancellation
What are your operating hours on Sunday? Ref GEN-02472,general_query
What is the price for facial at the west end studio? Ref PRI-00426,pricing
What are your operating hours on Tuesday? Ref GEN-03352,general_query
Where is your city center location located exactly? Ref GEN-04255,general_query
What is the price for a end of lease cleaning in Geelong? Ref inquiry 12189.,pricing
Please delete booking ID 8716.,cancellation
Please cancel my booking for Tuesday at 1:00 PM. Ref CAN-00491,cancellation
"Before I confirm, what would cleaning cost for two people ??",pricing
How much does a 30 minutes massage cost? Ref PRI-00751,pricing
Can I move my appointment on May 23 to February 26? Ref RES-00412,reschedule
What are your rates for remedial massage on weekends ??,pricing
Can you share your pricing for a therapy session on December 23? Ref PRI-00716,pricing
Can I move my appointment on December 18 to April 28? Ref RES-01180,reschedule
What are your operating hours on Wednesday? Ref GEN-01956,general_query
"do that now, delete that appointment. #can-1343",cancellation
I need an appointment for consultation on November 16 at 1:00 PM. Ref BOO-00130,booking
Please help me reschedule my booking to 3:30 PM instead of 5:00 PM. Ref RES-03205,reschedule
Do I need to arrive early for a hair styling? Ref GEN-03099,general_query
I want to book a therapy session on Monday at 6:30 PM. Ref BOO-00299,booking
Where is your north side office located exactly? Ref GEN-01300,general_query
Any extra fee for massage in Canberra City? #pri-3295,pricing
Please cancel out booking ID 7603.,cancellation
Kindly cancel my reservation for July 6 at 9:30 AM. Ref CAN-02039,cancellation
Need this cnclled immediately: carpet cleaning 15 July lunchtime.,cancellation
Do you have parking available at the downtown branch? Ref GEN-02521,general_query
Do you charge extra for weekend consultation bookings? Ref PRI-00814,pricing
cancel it for the cleaning slot Sunday evening in Canberra City.,booking
I need an appointment for therapy session on August 19 at 3:30 PM. Ref BOO-00956,booking
What should I bring for my first therapy session? Ref GEN-01674,general_query
Please help me reschedule my booking to 1:00 PM instead of 9:30 AM. Ref RES-02040,reschedule
Please book me for hair styling at the downtown branch this Tuesday. Ref BOO-00902,booking
What are your operating hours on Saturday? Ref GEN-03969,general_query
What should I bring for my first consultation? Ref GEN-00281,general_query
I need to reschedule my consultation from Monday to Sunday. Ref RES-02550,reschedule
"Before I confirm, what would physio session cost for two people? Ref inquiry 11599.",pricing
"do it, delete that appointment. #can-3210",cancellation
"Cancel booking for tonight, can't make it. #can-2687",cancellation
I want to book a massage on Friday at 11:00 AM. Ref BOO-00197,booking
"I might book later, just need a quote for spring cleaning first. #pri-934",pricing
Need a therapist at home in Parramatta for end of lease cleaning Saturday morning.,booking
Is there a surcharge in Gold Coast and what's the total usually? #pri-2680,pricing
I need an appointment for massage on August 14 at 1:00 PM. Ref BOO-01218,booking
I want to book a facial on Thursday at 8:00 AM. Ref BOO-00726,booking
can you please What is the price for a hair styling in Geelong?,pricing
Is cancellation free for first-time users? #can-3179,general_query
Please help me reschedule my booking to 9:30 AM instead of 5:00 PM. Ref RES-03730,reschedule
Please cancel my booking for Sunday at 1:00 PM. Ref CAN-00508,cancellation
Need this cancelled immediately: spring cleaning 15 July next Tuesday afternoon.,cancellation
Please help me reschedule my booking to 8:00 AM instead of 5:00 PM. Ref RES-01778,reschedule
What should I bring for my first nail appointment? Ref GEN-03527,general_query
Please cancel my booking for Sunday at 3:30 PM. Ref CAN-00647,cancellation
Please cancel my booking for Wednesday at 9:30 AM. Ref CAN-00664,cancellation
Kindly cancel my reservation for August 16 at 8:00 AM. Ref CAN-02298,cancellation
Need info: cancellation terms for bookings on weekends. #can-94,general_query
Can I move my appointment on April 21 to October 17? Ref RES-01019,reschedule
How much does a 2 hours hair styling cost? Ref PRI-00318,pricing
Need a therapist at home in Bondi for physio session before 9am. Ref #11779.,booking
"yes,",cancellation
Are there package discounts for multiple facial sessions? Ref PRI-01469,pricing
I have to cancel my appointment due to a conflict this Monday. Ref CAN-01720,cancellation
Can I move my appointment on October 23 to August 10? Ref RES-01949,reschedule
"Tomorrow evening booking for massage at Gold Coast, can this be done? #boo-2968",booking
"spring cleaning bokking for 20 June, Saturday morning, Wollongong.",booking
I want to change my facial appointment to next Sunday. Ref RES-02972,reschedule
Reschedule my existing booking to 15 July Friday night in Wollongong.,reschedule
Can you share your pricing for a massage on August 27? Ref PRI-00553,pricing
Kindly cancel my reservation for May 7 at 8:00 AM. Ref CAN-01298,cancellation
What is the price for therapy session at the west end studio? Ref PRI-01179,pricing
Is there a surcharge in Parramatta and what's the total usually? #pri-1184,pricing
Could you reschedule my reservation at the north side office to 9:30 AM? Ref RES-02278,reschedule
What is the price for nail appointment at the city center location? Ref PRI-00753,pricing
I want to reschedule instead of cancel #can-2414,reschedule
Can I move my appointment on October 21 to October 17? Ref RES-01466,reschedule
How much does a 30 minutes nail appointment cost? Ref PRI-01666,pricing
Need this cancelled immediately: relaxation massage 15 July around 7:30pm.,cancellation
I need to cancel the session on 14 June at this afternoon.,cancellation
I need to reschedule my massage from Monday to Tuesday. Ref RES-00737,reschedule
ok proceed for the manicure slot tomorrow morning in Perth CBD.,booking
"end of lease cleaning booking for 3 July, Sunday evening, Sydney CBD. Ref #13032.",booking
I have to cancel my appointment due to a conflict this Tuesday. Ref CAN-00416,cancellation
"I want to reschedule instead of cancel, but if not possible remove it. #can-2046",reschedule
How much does a 1 hour consultation cost? Ref PRI-01570,pricing
I need to schedule remedial massage on 10 June at lunchtime near Adelaide CBD.,booking
Reschedule my existing booking to 9 July this afternoon in Canberra City. Ref #12226.,reschedule
Do you charge extra for weekend facial bookings? Ref PRI-00706,pricing
I need to reschedule my hair styling from Friday to Wednesday. Ref RES-01717,reschedule
Can you share your pricing for a nail appointment on July 12? Ref PRI-00864,pricing
Kindly cancel my reservation for September 9 at 11:00 AM. Ref CAN-02209,cancellation
Reschedule my existing #boo-1341,reschedule
Is cancellation free for first-time users? #can-1652,general_query
Reschedule my existing booking to 12 May tomorrow morning in Fremantle.,reschedule
"I want to reschedule instead of cancel, but if not possible cancel out it. #can-1363",reschedule
I want to book a nail appointment on Saturday at 1:00 PM. Ref BOO-00394,booking
I want to change my facial appointment to next Sunday. Ref RES-01043,reschedule
I need an appointment for hair styling on November 15 at 1:00 PM. Ref BOO-01444,booking
Is there a surcharge in Fremantle and what's the total usually? Ref inquiry 9074.,pricing
Can you make a booking for me for mobile beauty around 7:30pm? I'm in Fremantle. Ref #10556.,booking
I need to reschedule my facial from Wednesday to Sunday. Ref RES-00068,reschedule
Can you schedule a 90 minutes consultation for December 24? Ref BOO-00406,booking
I need to call off the session on 20 June at before 9am.,cancellation
"Before I confirm, what would physio session cost for two people",pricing
Can you schedule a 2 hours consultation for September 21? Ref BOO-01909,booking
What is the price for facial at the north side office? Ref PRI-01121,pricing
Is there a surcharge in Parramatta and what's the total usually? #pri-311,pricing
Need a therapist at home in Adelaide CBD for spring cleaning Saturday morning.,booking
"Cancel booking for tonight, can't make it. #can-2656",cancellation
What should I bring for my first nail appointment? Ref GEN-00742,general_query
Do you charge extra for weekend facial bookings? Ref PRI-01633,pricing
Do you have parking available at the west end studio? Ref GEN-01445,general_query
Please cancel my booking for Monday at 8:00 AM. Ref CAN-00993,cancellation
Could you reschedule my reservation at the west end studio to 6:30 PM? Ref RES-01912,reschedule
prce? spring cleaning,pricing
Please remove booking ID 7945.,cancellation
"deep tissue massage bokking for 5 June, 2nite, Adelaide CBD.",booking
Can you clarify your refund and cncllation rules ?? #can-148,general_query
Can you schedule a 2 hours hair styling for March 15? Ref BOO-01412,booking
Can you cancel my scheduled nail appointment at the north side office? Ref CAN-00776,cancellation
Please help me reschedule my booking to 3:30 PM instead of 11:00 AM. Ref RES-02396,reschedule
Please help me reschedule my booking to 5:00 PM instead of 1:00 PM. Ref RES-01785,reschedule
How much does a 2 hours facial cost? Ref PRI-00224,pricing
"I might book later, just #pri-2630",pricing
Take me off the carpet cleaning slot on 15 July after work.,cancellation
Can you cancel my scheduled facial at the west end studio? Ref CAN-00517,cancellation
Can I move my appointment on July 4 to May 12? Ref RES-00993,reschedule
"I might book later, just need a quote for waxing first. Ref inquiry 9243.",pricing
Is there a surcharge in Bondi and what's the total usually? #pri-2804,pricing
"Cancel booking for tonight, can't make it. #can-2219",cancellation
Kindly cancel my reservation for March 9 at 5:00 PM. Ref CAN-01948,cancellation
I have to cancel my appointment due to a conflict this Sunday. Ref CAN-00281,cancellation
Can you schedule a 30 minutes facial for October 3? Ref BOO-01823,booking
Do I need to arrive early for a facial? Ref GEN-00342,general_query
Is there a surcharge in Sydney CBD and what's the total usually? #pri-728,pricing
"spring cleaning booking for 20 June, lunchtime, Fremantle.",booking
I have to cancel my appointment due to a conflict this Thursday. Ref CAN-00671,cancellation
Book two people for hair styling on 1 June around lunchtime in Fortitude Valley.,booking
Where is your west end studio located exactly? Ref GEN-02761,general_query
What are your operating hours on Monday? Ref GEN-02192,general_query
Can you schedule me for remedial massage this afternoon? I'm in Fortitude Valley. Ref #10971.,booking
How much does a 90 minutes facial cost? Ref PRI-00138,pricing
Please cancel my booking for Wednesday at 3:30 PM. Ref CAN-01025,cancellation
What should I bring for my first consultation? Ref GEN-02047,general_query
I need an appointment for hair styling on December 4 at 8:00 AM. Ref BOO-02074,booking
Need a,booking
What are your rates for physio session on weekends? #pri-1081,pricing
What should I bring for my first consultation? Ref GEN-02674,general_query
How much for spring cleaning Sunday evening?,pricing
What are your rates for pedicure on weekends? #pri-152,pricing
Help me reserve a slot for a facial next Saturday morning. Ref BOO-02201,booking
I want to change my hair styling appointment to next Sunday. Ref RES-00983,reschedule
I have to cancel my appointment due to a conflict this Thursday. Ref CAN-00913,cancellation
Can I move my appointment on May 22 to July 26? Ref RES-02049,reschedule
Do I need to arrive early for a hair styling? Ref GEN-02136,general_query
Can you remove my booking for remedial massage tomorrow in Sydney CBD?,cancellation
Kindly cancel my reservation for February 27 at 8:00 AM. Ref CAN-02097,cancellation
Could you reschedule my reservation at the north side office to 3:30 PM? Ref RES-01229,reschedule
Need a therapist at home in Gold Coast for physio session next Tuesday afternoon.,booking
Please help me reschedule my booking to 1:00 PM instead of 6:30 PM. Ref RES-02035,reschedule
Kindly cancel my reservation for February 4 at 11:00 AM. Ref CAN-00680,cancellation
Help me reserve a slot for a consultation next Monday morning. Ref BOO-00290,booking
Could you reschedule my reservation at the north side office to 9:30 AM? Ref RES-00451,reschedule
Take me off the manicure slot on 12 May around 6pm.,cancellation
What should I bring for my first hair styling? Ref GEN-00104,general_query
Kindly cancel my reservation for December 16 at 6:30 PM. Ref CAN-01941,cancellation
I want to change my nail appointment appointment to next Friday. Ref RES-02027,reschedule
What should I bring for my first massage? Ref GEN-00605,general_query
"I might book later, just need a quote for facial first. #pri-585",pricing
Take me off the end of lease cleaning slot on 18 May around 6pm.,cancellation
Can you cancel my scheduled consultation at the downtown branch? Ref CAN-00789,cancellation
Take me off the end of lease cleaning slot on 9 July tmrw evening.,cancellation
"cleaning bokking for 10 June, Friday night, Newcastle.",booking
What are your operating hours on Thursday? Ref GEN-01009,general_query
Where is your north side office located exactly? Ref GEN-01914,general_query
Could you reschedule my reservation at the downtown branch to 9:30 AM? Ref RES-03785,reschedule
I have to cancel my appointment due to a conflict this Monday. Ref CAN-02626,cancellation
I need to cancel my massage appointment on November 4. Ref CAN-01728,cancellation
Is there a surcharge in Melbourne CBD and what's the total usually? #pri-3113,pricing
please void my end of lease cleaning appointment for Sunday evening in Newcastle.,cancellation
"today if possible, set up a end of lease cleaning for Sunday evening in Parramatta?",booking
Please book me for massage at the west end studio this Tuesday. Ref BOO-01268,booking
Can we move my deep tissue massage appointment to next Monday at Parramatta?,reschedule
Do I need to arrive early for a nail appointment? Ref GEN-02849,general_query
Could you reschedule my reservation at the north side office to 5:00 PM? Ref RES-02036,reschedule
Do you have parking available at the city center location? Ref GEN-02780,general_query
"Before I confirm, what would relaxation massage cost for two people? Ref inquiry 9862.",pricing
Can I move my appointment on October 26 to August 11? Ref RES-01684,reschedule
Is there a surcharge in Wollongong and what's the total usually?,pricing
Can you share your pricing for a consultation on May 22? Ref PRI-00511,pricing
Can I move my appointment on December 23 to December 28? Ref RES-03326,reschedule
Could you reschedule my reservation at the west end studio to 1:00 PM? Ref RES-02469,reschedule
I need to reschedule my massage from Sunday to Sunday. Ref RES-02043,reschedule
I need to reschedule my massage from Friday to Tuesday. Ref RES-03979,reschedule
Is there a surcharge in Melbourne CBD and what's the total usually ??,pricing
I have to cancel my appointment due to a conflict this Monday. Ref CAN-00926,cancellation
immediately #pri-2334,pricing
What is the price for hair styling at the west end studio? Ref PRI-00792,pricing
What should I bring for my first nail appointment? Ref GEN-01566,general_query
Reschedule my existing booking to 9 July tomorrow morning in Gold Coast. Ref #11882.,reschedule
What is the price for massage at the west end studio? Ref PRI-00504,pricing
How much for remedial massage around 6pm? Ref inquiry 11410.,pricing
I need to reschedule my facial from Thursday to Friday. Ref RES-01077,reschedule
How much for waxing next Monday?,pricing
"If I cancel on the same day in Richmond, is there a fee?",general_query
Do you charge extra for weekend hair styling bookings? Ref PRI-00453,pricing
Reschedule my existing booking to 9 July this afternoon in Gold Coast.,reschedule
Please help me reschedule my booking to 9:30 AM instead of 8:00 AM. Ref RES-00283,reschedule
Where is your north side office located exactly? Ref GEN-01142,general_query
"Before I confirm, what would mobile beauty cost for two people? #pri-2963",pricing
end of lease cleaning appt in Sydney CBD asap - delete pls.,cancellation
Do prices change for evening bookings like tomorrow morning? #pri-2517,pricing
I want to book a therapy session on Sunday at 8:00 AM. Ref BOO-01138,booking
Can you schedule me for end of lease cleaning lunchtime? I'm in Parramatta.,booking
spring cleaning appt in Adelaide CBD Sunday evening - cancel out pls.,cancellation
Need this cancelled immediately: deep tissue massage 1 June tonight.,cancellation
What should I bring for my first consultation? Ref GEN-01340,general_query
What are your rates for end of lease cleaning on weekends? #pri-1113,pricing
book a spring cleaning for this afternoon in Wollongong ?? Ref #12480.,booking
Do prices change for evening bookings like lunchtime,pricing
Where is your city center location located exactly? Ref GEN-00270,general_query
I have to cancel my appointment due to a conflict this Saturday. Ref CAN-01415,cancellation
Do prices change for evening bookings like next Tuesday afternoon? #pri-2506,pricing
Do you have parking available at the downtown branch? Ref GEN-04069,general_query
How much does a 1 hour hair styling cost? Ref PRI-01210,pricing
prce? relaxation massage,pricing
cancel policy? #can-349,general_query
Reschedule my existing booking to 5 June next Monday in Parramatta.,reschedule
Please stop booking ID 7891.,cancellation
What are your operating hours on Monday? Ref GEN-00046,general_query
Can you cancel my scheduled consultation at the city center location? Ref CAN-00663,cancellation
I need to lock in carpet cleaning on 14 June at before 9am near Glenelg.,booking
I need to cancel my nail appointment appointment on March 27. Ref CAN-01442,cancellation
Could you reschedule my reservation at the north side office to 3:30 PM? Ref RES-02975,reschedule
I need to cancel my facial appointment on April 1. Ref CAN-01549,cancellation
"Tomorrow evening booking for chiropractic session at Canberra City, can this be done? Ref #11012.",booking
Where is your city center location located exactly? Ref GEN-03868,general_query
"I want to reschedule instead of cancel, but if not possible remove it. #can-902",reschedule
Can you cancel my scheduled facial at the downtown branch? Ref CAN-01586,cancellation
Can I get pricing for deep tissue massage at home in Perth CBD? #pri-2819,pricing
What are your operating hours on Saturday? Ref GEN-01532,general_query
Do prices change for evening bookings like lunchtime? #pri-1604,pricing
Do I need to arrive early for a massage? Ref GEN-00891,general_query
What #pri-1841,pricing
What should I bring for my first massage? Ref GEN-02511,general_query
Can you schedule a 45 minutes hair styling for March 11? Ref BOO-01625,booking
I need to stop the session on 1 June at tonight.,cancellation
Need this cnclled immediately: relaxation massage 14 June tmrw evening.,cancellation
Book two people for manicure on 15 July around next Monday in Fremantle.,booking
Are there package discounts for multiple facial sessions? Ref PRI-01030,pricing
Please remove bokking ID 9831.,cancellation
Can you make a bokking for me for manicure Sunday evening ?? I'm in Glenelg.,booking
Can I get pricing for end of lease cleaning at home in Brisbane City?,pricing
Need info: cncllation terms for bokkings on weekends.,general_query
Do you have parking available at the west end studio? Ref GEN-01709,general_query
"I want to reschedule instead of cancel, but if not possible stop it. #can-2949",reschedule
I want to book a hair styling on Sunday at 8:00 AM. Ref BOO-01551,booking
What are your operating hours on Wednesday? Ref GEN-01081,general_query
Kindly cancel my reservation for October 3 at 11:00 AM. Ref CAN-02016,cancellation
would you mind set up a waxing for tonight in Sydney CBD?,booking
What are your operating hours on Sunday? Ref GEN-00416,general_query
Do I get charged if I cancel a pedicure appointment late? #can-2095,general_query
Do you have parking available at the downtown branch? Ref GEN-03723,general_query
What is the price for nail appointment at the west end studio? Ref PRI-00666,pricing
I need to reschedule my therapy session from Sunday to Friday. Ref RES-01298,reschedule
Can you cancel my scheduled nail appointment at the west end studio? Ref CAN-02276,cancellation
Please book me for massage at the west end studio this Tuesday. Ref BOO-01458,booking
Can you cancel my scheduled nail appointment at the city center location? Ref CAN-00451,cancellation
How much for physio session asap? #pri-1555,pricing
Can you lock in me for spring cleaning lunchtime? I'm in Fremantle. Ref #10311.,booking
Is cancellation free for first-time users? #can-1960,general_query
Need a therapist at home in Fortitude Valley for relaxation massage next Monday.,booking
put me down for a physio session for Sunday evening in Wollongong?,booking
Can I move my appointment on August 26 to November 16? Ref RES-00973,reschedule
Please call off booking ID 7202.,cancellation
Please help me reschedule my booking to 5:00 PM instead of 5:00 PM. Ref RES-02865,reschedule
Help me reserve a slot for a nail appointment next Tuesday morning. Ref BOO-01385,booking
Could you reschedule my reservation at the west end studio to 3:30 PM? Ref RES-02532,reschedule
Please help me reschedule my booking to 6:30 PM instead of 11:00 AM. Ref RES-03824,reschedule
"I might book later, just need a quote for mobile beauty first. #pri-3047",pricing
