Customer_ID,Booking_Frequency,Avg_Spending,Preferred_Service,Review_Text,Last_Activity
CUST04804,6,135.24,Haircut,Great attention to detail throughout the session. I found the value for money reasonable. The therapist explained each step clearly. I had a fantastic experience today. Waiting time was minimal. Visit reference 4804.,2025-12-15
CUST04805,10,103.28,Nail Care,Staff behavior was polite but somewhat rushed. Pricing was standard compared to similar places. The schedule slipped by about fifteen minutes. The space looked reasonably maintained. The experience met basic expectations. Visit reference 4805.,2025-07-02
CUST04806,8,154.66,Nail Care,The treatment rooms were very clean. The therapist explained each step clearly. Visit reference 4806.,2026-01-21
CUST04807,5,61.29,Hair Coloring,Cost was in line with what I expected. The schedule slipped by about fifteen minutes. I was disappointed with several parts of the visit. The environment was mostly tidy. Staff behavior was polite but somewhat rushed. Service quality was acceptable but not outstanding. Visit reference 4807.,2025-05-21
CUST04808,8,94.45,Massage,The delay was excessive and poorly communicated. Some areas did not look properly maintained. The final bill felt overpriced. The final result did not match what I requested. The service quality was far below acceptable. Visit reference 4808.,2025-05-30
CUST04809,10,108.63,Haircut,"I found the value for money reasonable. Overall, a good visit. Great attention to detail throughout the session. I waited a little longer than expected. The treatment rooms were very clean. Visit reference 4809.",2025-10-23
CUST04810,8,235.36,Hair Coloring,Hygiene standards appeared excellent. Pricing was standard compared to similar places. Everyone was courteous and patient. I had a fantastic experience today. Waiting time was minimal. The final result looked polished and professional. Visit reference 4810.,2026-03-15
CUST04811,0,116.30,Nail Care,The team made me feel genuinely welcome. My stylist listened carefully to my preferences. The schedule slipped by about fifteen minutes. Great attention to detail throughout the session. Visit reference 4811.,2025-11-15
CUST04812,6,76.51,Hair Coloring,The final result did not match what I requested. The staff did not handle feedback well. Cleanliness standards need improvement. The pricing felt high for what I received. I expected better organization and communication. Visit reference 4812.,2025-05-04
CUST04813,1,179.13,,"The result was fine for a routine visit. Communication was clear, though not very warm. The environment was mostly tidy. The experience met basic expectations. I waited a little longer than expected. Visit reference 4813.",2025-07-30
CUST04814,15,227.69,Makeup,Cleanliness was acceptable overall. The staff handled requests adequately. The result was fine for a routine visit. A pleasant experience with minor issues. Visit reference 4814.,2025-12-19
CUST04815,6,155.06,Spa,Service quality was acceptable but not outstanding. Pricing was standard compared to similar places. The space looked reasonably maintained. Visit reference 4815.,2025-06-12
CUST04816,10,219.69,Spa,The schedule slipped by about fifteen minutes. The treatment rooms were very clean. The staff were attentive and professional. The service quality was excellent. I had a fantastic experience today. Visit reference 4816.,2026-02-11
CUST04817,13,68.86,Haircut,The quality of work was inconsistent. The staff handled requests adequately. I waited far beyond my appointment time. Cleanliness was acceptable overall. Visit reference 4817.,2025-05-29
CUST04818,11,101.87,Facial,The pricing felt high for what I received. I waited far beyond my appointment time. The staff seemed distracted and uncoordinated. The environment did not feel as clean as expected. Visit reference 4818.,2025-05-23
CUST04819,7,181.94,Massage,"Check-in was quick and smooth. The cost matched the overall experience. Service quality was acceptable but not outstanding. The therapist explained each step clearly. Overall, a good visit. The facility was spotless and comfortable. Visit reference 4819.",2026-03-14
CUST04820,10,102.74,Nail Care,,2025-10-14
CUST04821,9,166.03,Hair Coloring,The treatment rooms were very clean. The cost matched the overall experience. The staff handled requests adequately. Service quality was acceptable but not outstanding. There was a moderate delay before the service began. Visit reference 4821.,2025-12-26
CUST04822,5,66.79,Spa,,2025-10-24
CUST04823,9,148.19,Massage,"The price was acceptable, though not a bargain. The service quality was excellent. The facility was spotless and comfortable. Excellent service from start to finish. Visit reference 4823.",2025-10-05
CUST04824,2,92.04,Haircut,The staff did not handle feedback well. I waited far beyond my appointment time. Visit reference 4824.,2025-06-17
CUST04825,1,66.25,Haircut,"The price was acceptable, though not a bargain. Service quality was acceptable but not outstanding. I waited a little longer than expected. It was an okay appointment. Visit reference 4825.",2025-06-23
CUST04826,0,,Massage,It was an okay appointment. I waited a little longer than expected. The space looked reasonably maintained. Pricing was standard compared to similar places. Visit reference 4826.,2025-10-16
CUST04827,5,74.41,Nail Care,,2025-11-20
CUST04828,27,257.05,Haircut,"Staff behavior was polite but somewhat rushed. The outcome was decent with room for improvement. Nothing remarkable, just standard service. Pricing was standard compared to similar places. Visit reference 4828.",2025-10-24
CUST04829,2,108.47,Hair Coloring,The staff were attentive and professional. Hygiene standards appeared excellent. I was seated almost immediately. The final result looked polished and professional. The team made me feel genuinely welcome. I found the value for money reasonable. Visit reference 4829.,2025-10-06
CUST04830,1,,Massage,I expected better organization and communication. Pricing was standard compared to similar places. The environment was mostly tidy. There was a moderate delay before the service began. Service quality was acceptable but not outstanding. I had trouble getting clear answers from the team. Visit reference 4830.,2025-04-05
CUST04831,7,131.12,Hair Coloring,"The team was professional but distant. The outcome was decent with room for improvement. The experience met basic expectations. The price was acceptable, though not a bargain. The space looked reasonably maintained. Visit reference 4831.",2025-08-25
CUST04832,11,197.37,Spa,"The outcome was decent with room for improvement. The staff handled requests adequately. Overall, a good visit. Check-in was quick and smooth. The price was acceptable, though not a bargain. Visit reference 4832.",2026-01-25
CUST04833,15,199.13,Massage,The team made me feel genuinely welcome. Hygiene standards appeared excellent. The service quality was excellent. The staff were attentive and professional. The schedule slipped by about fifteen minutes. The cost matched the overall experience. Visit reference 4833.,2026-02-01
CUST04834,20,293.64,Spa,The space looked reasonably maintained. I waited a little longer than expected. The staff handled requests adequately. Visit reference 4834.,2025-06-11
CUST04835,8,164.55,Makeup,"The price was acceptable, though not a bargain. The facility was spotless and comfortable. The therapist explained each step clearly. The service quality was excellent. Excellent service from start to finish. The schedule slipped by about fifteen minutes. Visit reference 4835.",2025-12-16
CUST04836,26,253.45,Haircut,"The price was acceptable, though not a bargain. Great attention to detail throughout the session. My stylist listened carefully to my preferences. Excellent service from start to finish. Visit reference 4836.",2025-12-20
CUST04837,10,121.29,Haircut,"The overall experience felt frustrating. Cleanliness was acceptable overall. Communication was clear, though not very warm. The schedule slipped by about fifteen minutes. Visit reference 4837.",2025-06-13
CUST04838,12,131.00,Makeup,The result was fine for a routine visit. The staff handled requests adequately. There was a moderate delay before the service began. Visit reference 4838.,2025-09-26
CUST04839,1,55.22,Facial,The waiting time was too long. The final bill felt overpriced. I noticed avoidable mistakes in the service. I left feeling frustrated and ignored. Visit reference 4839.,2025-05-18
CUST04840,2,40.95,Nail Care,"The space looked reasonably maintained. There was a moderate delay before the service began. The experience met basic expectations. The price was acceptable, though not a bargain. Visit reference 4840.",2025-09-19
CUST04841,2,126.61,Facial,The service quality was excellent. The treatment rooms were very clean. The cost matched the overall experience. Excellent service from start to finish. The staff were attentive and professional. The schedule slipped by about fifteen minutes. Visit reference 4841.,2026-01-02
CUST04842,28,316.26,Hair Coloring,Hygiene standards appeared excellent. Great attention to detail throughout the session. I found the value for money reasonable. My stylist listened carefully to my preferences. Waiting time was minimal. Visit reference 4842.,2026-02-07
CUST04843,13,185.94,Facial,"The price was acceptable, though not a bargain. Everyone was courteous and patient. The facility was spotless and comfortable. The service was solid and dependable. I waited a little longer than expected. Visit reference 4843.",2026-01-09
CUST04844,4,169.35,Makeup,I was seated almost immediately. Staff behavior was polite but somewhat rushed. The environment was mostly tidy. The result was fine for a routine visit. The cost matched the overall experience. Visit reference 4844.,2026-03-03
CUST04845,17,273.22,Spa,"My stylist listened carefully to my preferences. Excellent service from start to finish. I waited a little longer than expected. The price was acceptable, though not a bargain. The treatment rooms were very clean. Visit reference 4845.",2026-03-19
CUST04846,6,62.60,Haircut,"The price was acceptable, though not a bargain. The staff handled requests adequately. There was a moderate delay before the service began. Service quality was acceptable but not outstanding. Visit reference 4846.",2025-05-21
CUST04847,2,92.08,Spa,A pleasant experience with minor issues. The staff were attentive and professional. The treatment rooms were very clean. I waited a little longer than expected. The final result looked polished and professional. Pricing was standard compared to similar places. Visit reference 4847.,2025-12-19
CUST04848,8,127.78,Spa,The result was fine for a routine visit. The service was solid and dependable. Pricing felt fair for the quality provided. Cleanliness was acceptable overall. I was seated almost immediately. Staff behavior was polite but somewhat rushed. Visit reference 4848.,2026-02-16
CUST04849,19,173.44,Spa,One of the best appointments I have had. Everyone was courteous and patient. The facility was spotless and comfortable. I waited a little longer than expected. Cost was in line with what I expected. Visit reference 4849.,2026-02-25
CUST04850,1,378.83,Makeup,Staff behavior was polite but somewhat rushed. Pricing felt fair for the quality provided. The schedule slipped by about fifteen minutes. Great attention to detail throughout the session. Visit reference 4850.,2025-11-24
CUST04851,5,,Nail Care,"Service quality was acceptable but not outstanding. The space looked reasonably maintained. The visit was average. The price was acceptable, though not a bargain. The team was professional but distant. Visit reference 4851.",2025-09-21
CUST04852,1,156.58,Hair Coloring,"The cost matched the overall experience. Great attention to detail throughout the session. The appointment went fairly well. Communication was clear, though not very warm. Cleanliness was acceptable overall. I was seated almost immediately. Visit reference 4852.",2025-12-27
CUST04853,7,152.85,Facial,The final result looked polished and professional. A pleasant experience with minor issues. Cost was in line with what I expected. Visit reference 4853.,2025-12-16
CUST04854,30,365.77,Haircut,Everyone was courteous and patient. The treatment rooms were very clean. Visit reference 4854.,2026-03-13
CUST04855,4,137.02,,"Waiting time was minimal. The facility was spotless and comfortable. Great attention to detail throughout the session. Excellent service from start to finish. The therapist explained each step clearly. The price was acceptable, though not a bargain. Visit reference 4855.",2025-09-13
CUST04856,18,108.90,Makeup,The waiting time was too long. The visit was deeply disappointing. Cleanliness standards need improvement. The quality of work was inconsistent. The final bill felt overpriced. Visit reference 4856.,2025-06-16
CUST04857,10,190.19,Haircut,"The facility was spotless and comfortable. Overall, a good visit. Cost was in line with what I expected. Communication was clear, though not very warm. Visit reference 4857.",2025-11-14
CUST04858,13,208.94,Makeup,The treatment rooms were very clean. The service quality was excellent. I had a fantastic experience today. The staff were attentive and professional. The schedule slipped by about fifteen minutes. Visit reference 4858.,2025-12-08
CUST04859,9,152.31,Hair Coloring,Everything exceeded my expectations. I was seated almost immediately. Visit reference 4859.,2025-10-17
CUST04860,2,79.20,Haircut,,2025-08-26
CUST04861,0,92.42,Facial,The staff did not handle feedback well. I am very unhappy with this appointment. Visit reference 4861.,2025-06-20
CUST04862,26,322.00,Makeup,The schedule slipped by about fifteen minutes. The team made me feel genuinely welcome. My stylist listened carefully to my preferences. The service quality was excellent. Visit reference 4862.,2026-04-14
CUST04863,17,206.66,Facial,The final result looked polished and professional. The therapist explained each step clearly. Visit reference 4863.,2026-01-19
CUST04864,7,153.28,Spa,"Nothing remarkable, just standard service. Communication was clear, though not very warm. The result was fine for a routine visit. The schedule slipped by about fifteen minutes. Cleanliness was acceptable overall. Visit reference 4864.",2025-08-05
CUST04865,7,65.50,Facial,The visit was deeply disappointing. The quality of work was inconsistent. Cleanliness standards need improvement. The staff seemed distracted and uncoordinated. I waited far beyond my appointment time. Visit reference 4865.,2025-04-17
CUST04866,15,239.90,Hair Coloring,The staff were attentive and professional. I had a fantastic experience today. I found the value for money reasonable. Hygiene standards appeared excellent. I waited a little longer than expected. Visit reference 4866.,2026-01-26
CUST04867,1,10.00,Makeup,The appointment did not go as planned. I waited far beyond my appointment time. The staff handled requests adequately. The result was fine for a routine visit. Visit reference 4867.,2025-03-20
CUST04868,8,94.69,Makeup,The outcome was decent with room for improvement. There were noticeable issues during the service. The pricing felt high for what I received. The schedule slipped by about fifteen minutes. Cleanliness was acceptable overall. Visit reference 4868.,2025-05-17
CUST04869,28,363.61,Haircut,The staff were attentive and professional. There was a moderate delay before the service began. The service quality was excellent. The facility was spotless and comfortable. Visit reference 4869.,2026-02-02
CUST04870,7,109.97,Nail Care,"There was a moderate delay before the service began. Pricing was standard compared to similar places. The treatment rooms were very clean. Overall, a good visit. My stylist listened carefully to my preferences. Visit reference 4870.",2025-12-12
CUST04871,16,164.78,Makeup,"The price was acceptable, though not a bargain. The service quality was excellent. The treatment rooms were very clean. I was seated almost immediately. Visit reference 4871.",2025-12-22
CUST04872,4,146.15,Nail Care,Everything exceeded my expectations. The service quality was excellent. The schedule slipped by about fifteen minutes. Everyone was courteous and patient. The cost matched the overall experience. Visit reference 4872.,2026-01-11
CUST04873,7,95.31,Massage,The service quality was far below acceptable. The environment did not feel as clean as expected. The pricing felt high for what I received. The waiting time was too long. The staff did not handle feedback well. The final result did not match what I requested. Visit reference 4873.,2025-06-14
CUST04874,2,54.64,Nail Care,There was a moderate delay before the service began. Service quality was acceptable. Pricing was standard compared to similar places. The space looked reasonably maintained. The staff handled requests adequately. The outcome was decent with room for improvement. Visit reference 4874.,2025-08-26
CUST04875,3,206.92,Nail Care,The treatment rooms were very clean. Pricing felt fair for the quality provided. Great attention to detail throughout the session. I had a fantastic experience today. Visit reference 4875.,2026-01-20
CUST04876,11,81.36,Spa,The service quality was excellent. The cost matched the overall experience. A pleasant experience with minor issues. I was seated almost immediately. Hygiene standards appeared excellent. Visit reference 4876.,2025-12-26
CUST04877,2,40.19,Nail Care,The visit was deeply disappointing. Cleanliness standards need improvement. I do not think the service justified the cost. I waited far beyond my appointment time. The final result did not match what I requested. I had trouble getting clear answers from the team. Visit reference 4877.,2025-06-15
CUST04878,1,134.72,Makeup,,2025-11-27
CUST04879,4,10.06,Hair Coloring,The interaction felt rushed and impersonal. I waited far beyond my appointment time. The final result did not match what I requested. I do not think the service justified the cost. The environment did not feel as clean as expected. Visit reference 4879.,2025-04-22
CUST04880,9,117.45,Facial,"Cost was in line with what I expected. Service quality was acceptable but not outstanding. Staff behavior was polite but somewhat rushed. Nothing remarkable, just standard service. Visit reference 4880.",2025-06-27
CUST04881,18,234.35,Hair Coloring,Cost was in line with what I expected. The service was solid and dependable. The facility was spotless and comfortable. Visit reference 4881.,2026-01-30
CUST04882,26,223.18,Makeup,,2026-01-14
CUST04883,7,61.85,,The team was professional but distant. There was a moderate delay before the service began. The outcome was decent with room for improvement. The space looked reasonably maintained. It was an okay appointment. Visit reference 4883.,2025-06-28
CUST04884,17,264.33,Makeup,I was seated almost immediately. The treatment rooms were very clean. Great attention to detail throughout the session. I found the value for money reasonable. Visit reference 4884.,2026-01-15
CUST04885,6,105.14,Makeup,"Service quality was acceptable but not outstanding. The schedule slipped by about fifteen minutes. The price was acceptable, though not a bargain. The environment was mostly tidy. The team was professional but distant. Visit reference 4885.",2025-05-03
CUST04886,2,33.00,Nail Care,I do not think the service justified the cost. The final result did not match what I requested. I left feeling frustrated and ignored. Cleanliness standards need improvement. I waited far beyond my appointment time. The staff seemed distracted and uncoordinated. Visit reference 4886.,2025-07-05
CUST04887,5,39.13,Haircut,Cleanliness was acceptable overall. I waited a little longer than expected. Service quality was acceptable but not outstanding. Visit reference 4887.,2025-07-17
CUST04888,37,426.59,Makeup,The schedule slipped by about fifteen minutes. It was an okay appointment. The result was fine for a routine visit. The staff handled requests adequately. Visit reference 4888.,2025-08-29
CUST04889,5,113.18,Facial,"The outcome was decent with room for improvement. The environment was mostly tidy. Nothing remarkable, just standard service. Visit reference 4889.",2025-08-20
CUST04890,12,68.28,Spa,I left feeling frustrated and ignored. I noticed avoidable mistakes in the service. Cleanliness standards need improvement. Visit reference 4890.,2025-05-06
CUST04891,4,97.15,Makeup,"Service quality was acceptable but not outstanding. The schedule slipped by about fifteen minutes. The price was acceptable, though not a bargain. Visit reference 4891.",2025-08-07
CUST04892,7,111.78,Hair Coloring,The outcome was decent with room for improvement. Cost was in line with what I expected. Cleanliness was acceptable overall. Visit reference 4892.,2025-06-21
CUST04893,5,134.50,Haircut,One of the best appointments I have had. I found the value for money reasonable. Great attention to detail throughout the session. Check-in was quick and smooth. My stylist listened carefully to my preferences. Visit reference 4893.,2026-02-03
CUST04894,20,242.33,Makeup,Waiting time was minimal. The result was fine for a routine visit. Cleanliness was acceptable overall. A pleasant experience with minor issues. Visit reference 4894.,2026-02-27
CUST04895,26,297.15,Hair Coloring,"Overall, a good visit. Cleanliness was acceptable overall. I waited a little longer than expected. Pricing was standard compared to similar places. Visit reference 4895.",2026-03-26
CUST04896,12,259.68,Hair Coloring,"One of the best appointments I have had. The staff were attentive and professional. The facility was spotless and comfortable. I waited a little longer than expected. The price was acceptable, though not a bargain. The service quality was excellent. Visit reference 4896.",2026-03-13
CUST04897,5,34.21,Haircut,Pricing was standard compared to similar places. I waited a little longer than expected. I noticed avoidable mistakes in the service. The staff seemed distracted and uncoordinated. Visit reference 4897.,2025-05-23
CUST04898,5,147.58,Makeup,"The price was acceptable, though not a bargain. The result was fine for a routine visit. Visit reference 4898.",2025-12-29
CUST04899,15,127.03,Nail Care,Some areas did not look properly maintained. I left feeling frustrated and ignored. I noticed avoidable mistakes in the service. I had trouble getting clear answers from the team. The waiting time was too long. I do not think the service justified the cost. Visit reference 4899.,2025-08-23
CUST04900,8,92.40,Haircut,I do not think the service justified the cost. The schedule slipped by about fifteen minutes. The space looked reasonably maintained. Visit reference 4900.,2025-07-09
CUST04901,17,113.76,Facial,"The space looked reasonably maintained. The price was acceptable, though not a bargain. The outcome was decent with room for improvement. Nothing remarkable, just standard service. The schedule slipped by about fifteen minutes. Visit reference 4901.",2025-08-16
CUST04902,2,59.77,Haircut,"Cleanliness was acceptable overall. The schedule slipped by about fifteen minutes. The experience met basic expectations. Communication was clear, though not very warm. Cost was in line with what I expected. The result was fine for a routine visit. Visit reference 4902.",2025-07-05
CUST04903,34,303.59,Facial,"Communication was clear, though not very warm. Cleanliness was acceptable overall. Nothing remarkable, just standard service. Cost was in line with what I expected. There was a moderate delay before the service began. Visit reference 4903.",2025-09-13
CUST04904,10,208.03,Hair Coloring,Hygiene standards appeared excellent. Everything exceeded my expectations. The service quality was excellent. I waited a little longer than expected. Visit reference 4904.,2026-01-25
CUST04905,13,101.78,Massage,The schedule slipped by about fifteen minutes. The space looked reasonably maintained. The staff handled requests adequately. It was an okay appointment. Visit reference 4905.,2025-09-07
CUST04906,6,165.62,Nail Care,Check-in was quick and smooth. I found the value for money reasonable. Service quality was acceptable but not outstanding. The therapist explained each step clearly. Hygiene standards appeared excellent. Visit reference 4906.,2025-10-31
CUST04907,10,113.70,Facial,The final result looked polished and professional. The treatment rooms were very clean. Everyone was courteous and patient. I found the value for money reasonable. I had a fantastic experience today. Waiting time was minimal. Visit reference 4907.,2026-01-14
CUST04908,0,,Makeup,The staff were attentive and professional. Service quality was acceptable but not outstanding. A pleasant experience with minor issues. I was seated almost immediately. The space looked reasonably maintained. Visit reference 4908.,2026-02-11
CUST04909,5,112.05,Hair Coloring,The schedule slipped by about fifteen minutes. Pricing felt fair for the quality provided. A pleasant experience with minor issues. The staff handled requests adequately. The final result looked polished and professional. Visit reference 4909.,2025-10-23
CUST04910,10,128.42,Haircut,"The outcome was decent with room for improvement. The environment was mostly tidy. Staff behavior was polite but somewhat rushed. Nothing remarkable, just standard service. Visit reference 4910.",2025-08-13
CUST04911,18,250.61,Makeup,I was seated almost immediately. The treatment rooms were very clean. Great attention to detail throughout the session. The therapist explained each step clearly. Visit reference 4911.,2025-12-23
CUST04912,11,114.37,Massage,"The staff handled requests adequately. Cleanliness was acceptable overall. I waited a little longer than expected. The price was acceptable, though not a bargain. The outcome was decent with room for improvement. It was an okay appointment. Visit reference 4912.",2025-09-04
CUST04913,9,205.34,Nail Care,The therapist explained each step clearly. The facility was spotless and comfortable. The final result looked polished and professional. Pricing felt fair for the quality provided. I had a fantastic experience today. Waiting time was minimal. Visit reference 4913.,2026-01-14
CUST04914,17,,Massage,I waited far beyond my appointment time. The appointment did not go as planned. The team was professional but distant. Visit reference 4914.,2025-06-17
CUST04915,7,40.33,Massage,The pricing felt high for what I received. Some areas did not look properly maintained. This was my worst experience at a salon. Visit reference 4915.,2025-04-19
CUST04916,2,165.96,Haircut,"Excellent service from start to finish. The price was acceptable, though not a bargain. Waiting time was minimal. Great attention to detail throughout the session. The treatment rooms were very clean. My stylist listened carefully to my preferences. Visit reference 4916.",2026-02-28
CUST04917,3,66.39,Massage,,2025-12-08
CUST04918,25,272.41,Makeup,Service quality was acceptable but not outstanding. I found the value for money reasonable. Visit reference 4918.,2025-12-04
CUST04919,17,256.78,Massage,The schedule slipped by about fifteen minutes. Hygiene standards appeared excellent. The staff were attentive and professional. I found the value for money reasonable. The service quality was excellent. The team made me feel genuinely welcome. Visit reference 4919.,2026-02-17
CUST04920,1,127.19,Facial,"The result was fine for a routine visit. Staff behavior was polite but somewhat rushed. Waiting time was minimal. Pricing felt fair for the quality provided. Overall, a good visit. Visit reference 4920.",2025-12-22
CUST04921,4,67.11,Spa,I left satisfied with the result. Everyone was courteous and patient. Cleanliness was acceptable overall. The cost matched the overall experience. I waited a little longer than expected. The service quality was excellent. Visit reference 4921.,2026-01-23
CUST04922,25,332.79,Makeup,The experience met basic expectations. The schedule slipped by about fifteen minutes. Pricing was standard compared to similar places. The result was fine for a routine visit. The environment was mostly tidy. Visit reference 4922.,2025-12-29
CUST04923,0,208.52,Spa,There was a moderate delay before the service began. The final result looked polished and professional. Visit reference 4923.,2026-01-10
CUST04924,8,125.43,,"The outcome was decent with room for improvement. Pricing was standard compared to similar places. There was a moderate delay before the service began. Nothing remarkable, just standard service. Visit reference 4924.",2025-09-15
CUST04925,28,281.95,Facial,The facility was spotless and comfortable. The service was solid and dependable. The therapist explained each step clearly. Check-in was quick and smooth. Visit reference 4925.,2026-02-04
CUST04926,8,139.14,Spa,Great attention to detail throughout the session. I waited a little longer than expected. A pleasant experience with minor issues. Visit reference 4926.,2025-10-05
CUST04927,18,147.89,Massage,The service quality was excellent. The cost matched the overall experience. The therapist explained each step clearly. I had a fantastic experience today. The facility was spotless and comfortable. Visit reference 4927.,2025-12-30
CUST04928,6,71.00,Nail Care,I do not think the service justified the cost. I was disappointed with several parts of the visit. The team was professional but distant. I noticed avoidable mistakes in the service. Visit reference 4928.,2025-05-14
CUST04929,10,165.23,Haircut,The facility was spotless and comfortable. The service quality was excellent. The staff were attentive and professional. Cost was in line with what I expected. Check-in was quick and smooth. Visit reference 4929.,2026-02-03
CUST04930,3,118.01,Facial,Great attention to detail throughout the session. Excellent service from start to finish. Hygiene standards appeared excellent. I waited a little longer than expected. Pricing was standard compared to similar places. The therapist explained each step clearly. Visit reference 4930.,2026-01-04
CUST04931,10,117.69,Massage,,2025-09-03
CUST04932,11,203.86,Hair Coloring,The therapist explained each step clearly. I waited a little longer than expected. The final result looked polished and professional. One of the best appointments I have had. The treatment rooms were very clean. Visit reference 4932.,2026-01-28
CUST04933,1,174.84,Haircut,A pleasant experience with minor issues. The team was professional but distant. I was seated almost immediately. Great attention to detail throughout the session. The treatment rooms were very clean. Pricing felt fair for the quality provided. Visit reference 4933.,2026-03-19
CUST04934,4,92.77,Hair Coloring,Cost was in line with what I expected. The environment was mostly tidy. I waited a little longer than expected. Visit reference 4934.,2025-09-22
CUST04935,10,206.30,Nail Care,Everyone was courteous and patient. The treatment rooms were very clean. Check-in was quick and smooth. Visit reference 4935.,2026-02-10
CUST04936,10,156.24,Haircut,,2025-10-29
CUST04937,1,105.82,Haircut,,2025-10-31
CUST04938,10,164.76,Spa,"It was an okay appointment. Communication was clear, though not very warm. The price was acceptable, though not a bargain. The space looked reasonably maintained. Service quality was acceptable but not outstanding. Visit reference 4938.",2025-11-06
CUST04939,24,271.11,Facial,Check-in was quick and smooth. Excellent service from start to finish. The staff were attentive and professional. The cost matched the overall experience. The final result looked polished and professional. Visit reference 4939.,2026-03-11
CUST04940,9,193.83,Nail Care,There was a moderate delay before the service began. My stylist listened carefully to my preferences. The cost matched the overall experience. The facility was spotless and comfortable. Visit reference 4940.,2025-12-23
CUST04941,8,166.82,Hair Coloring,The therapist explained each step clearly. Pricing was standard compared to similar places. Check-in was quick and smooth. I had a fantastic experience today. The service quality was excellent. Hygiene standards appeared excellent. Visit reference 4941.,2026-04-03
CUST04942,4,56.92,Massage,Cost was in line with what I expected. The schedule slipped by about fifteen minutes. The staff handled requests adequately. The environment was mostly tidy. Visit reference 4942.,2025-08-31
CUST04943,7,,Makeup,Everyone was courteous and patient. Great attention to detail throughout the session. Excellent service from start to finish. Visit reference 4943.,2025-10-29
CUST04944,7,104.06,Makeup,The space looked reasonably maintained. The delay was excessive and poorly communicated. Visit reference 4944.,2025-06-30
CUST04945,18,226.08,Spa,The service quality was excellent. One of the best appointments I have had. The staff were attentive and professional. The schedule slipped by about fifteen minutes. Visit reference 4945.,2026-04-03
CUST04946,11,161.54,Spa,The schedule slipped by about fifteen minutes. Excellent service from start to finish. The facility was spotless and comfortable. Visit reference 4946.,2025-12-19
CUST04947,11,187.27,Spa,"The final result looked polished and professional. Overall, a good visit. I was seated almost immediately. The space looked reasonably maintained. Visit reference 4947.",2025-11-18
CUST04948,24,256.92,Hair Coloring,"Check-in was quick and smooth. Overall, a good visit. Visit reference 4948.",2025-11-25
CUST04949,29,359.13,Spa,The team made me feel genuinely welcome. The treatment rooms were very clean. The final result looked polished and professional. The therapist explained each step clearly. Pricing felt fair for the quality provided. Visit reference 4949.,2026-02-06
CUST04950,1,96.03,Haircut,I left feeling frustrated and ignored. The staff did not handle feedback well. The environment did not feel as clean as expected. Visit reference 4950.,2025-09-18
CUST04951,7,185.97,Haircut,"The price was acceptable, though not a bargain. The schedule slipped by about fifteen minutes. Everyone was courteous and patient. Visit reference 4951.",2026-01-02
CUST04952,22,242.14,Spa,My stylist listened carefully to my preferences. The environment was mostly tidy. Service quality was acceptable but not outstanding. Check-in was quick and smooth. Visit reference 4952.,2026-02-18
CUST04953,2,40.31,Haircut,The environment did not feel as clean as expected. I do not think the service justified the cost. The service quality was far below acceptable. The interaction felt rushed and impersonal. I noticed avoidable mistakes in the service. Visit reference 4953.,2025-06-13
CUST04954,0,144.26,Haircut,This was my worst experience at a salon. The quality of work was inconsistent. The staff did not handle feedback well. Visit reference 4954.,2025-06-30
CUST04955,8,61.84,Massage,The staff did not handle feedback well. I do not think the service justified the cost. The service quality was far below acceptable. I waited far beyond my appointment time. Cleanliness standards need improvement. Visit reference 4955.,2025-04-20
CUST04956,9,161.73,Facial,"Waiting time was minimal. The service quality was excellent. The staff were attentive and professional. Overall, a good visit. Pricing was standard compared to similar places. Visit reference 4956.",2026-01-15
CUST04957,9,,Hair Coloring,,2026-01-09
CUST04958,5,77.86,Facial,I had trouble getting clear answers from the team. Pricing was standard compared to similar places. I noticed avoidable mistakes in the service. Cleanliness standards need improvement. Visit reference 4958.,2025-05-23
CUST04959,18,284.76,Hair Coloring,The treatment rooms were very clean. The staff were attentive and professional. The final result looked polished and professional. Excellent service from start to finish. Cost was in line with what I expected. Visit reference 4959.,2026-01-23
CUST04960,5,50.27,Hair Coloring,I expected better organization and communication. I waited far beyond my appointment time. The interaction felt rushed and impersonal. The pricing felt high for what I received. The result was fine for a routine visit. The environment did not feel as clean as expected. Visit reference 4960.,2025-06-20
CUST04961,25,265.51,Spa,I had a fantastic experience today. The service quality was excellent. The therapist explained each step clearly. The treatment rooms were very clean. Cost was in line with what I expected. Visit reference 4961.,2026-02-24
CUST04962,0,150.44,Spa,"The appointment went fairly well. The final result looked polished and professional. Pricing felt fair for the quality provided. Communication was clear, though not very warm. There was a moderate delay before the service began. The space looked reasonably maintained. Visit reference 4962.",2025-11-21
CUST04963,6,54.40,Nail Care,"The price was acceptable, though not a bargain. The waiting time was too long. Cleanliness standards need improvement. Service quality was acceptable but not outstanding. The team was professional but distant. The overall experience felt frustrating. Visit reference 4963.",2025-07-10
CUST04964,6,80.64,Hair Coloring,"The outcome was decent with room for improvement. The space looked reasonably maintained. Service quality was acceptable. The schedule slipped by about fifteen minutes. The price was acceptable, though not a bargain. The team was professional but distant. Visit reference 4964.",2025-09-29
CUST04965,2,161.68,Makeup,Check-in was quick and smooth. The environment was mostly tidy. Everyone was courteous and patient. Visit reference 4965.,2026-01-15
CUST04966,5,43.91,Facial,,2025-07-28
CUST04967,39,294.15,Spa,The result was fine for a routine visit. The team was professional but distant. Visit reference 4967.,2025-08-04
